doc_id,county_fips,profile_json,created_at_utc
61f5e40f-a3da-4f70-9f09-9a0f585eda61,53055,"{""name"": {""first"": ""John"", ""last"": ""Flores""}, ""demographics"": {""dob"": ""1953-04-23"", ""sex"": ""X"", ""race"": ""Black"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""c43767ae-a5dd-4022-b05e-78ccfa6daeb0"", ""hh_size"": 3, ""income_usd"": 103477}, ""location"": {""street"": ""38765 Mary Turnpike"", ""city"": ""Parrishtown"", ""state"": ""WA"", ""zip"": ""98597""}, ""residency"": {""active_status"": true, ""moved_in_date"": ""2017-04-01"", ""move_out_date"": null, ""death_date"": null, ""last_verified_date"": ""2025-12-27"", ""verification_source"": ""Medicaid""}, ""employment"": {""employment_status"": ""NotInLaborForce"", ""has_job"": false}}",2026-02-23 05:57:18+00:00
471b2355-3d59-4a6c-88a0-9f7c298e5d43,53055,"{""name"": {""first"": ""Chad"", ""last"": ""Blevins""}, ""demographics"": {""dob"": ""1974-04-01"", ""sex"": ""X"", ""race"": ""Asian"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""29102e10-c45b-4d4d-89f8-b861246ea376"", ""hh_size"": 2, ""income_usd"": 93631}, ""location"": {""street"": ""3084 Brittany Spurs"", ""city"": ""East Brianna"", ""state"": ""WA"", ""zip"": ""99485""}, ""residency"": {""active_status"": false, ""moved_in_date"": ""2018-04-12"", ""move_out_date"": ""2021-08-04"", ""death_date"": null, ""last_verified_date"": ""2024-12-19"", ""verification_source"": ""VoterReg""}, ""employment"": {""employment_status"": ""Employed"", ""has_job"": true}}",2026-02-23 05:57:18+00:00
4001992b-46eb-4f0f-b924-d97b253d7fdc,53055,"{""name"": {""first"": ""Richard"", ""last"": ""Perez""}, ""demographics"": {""dob"": ""1934-03-22"", ""sex"": ""X"", ""race"": ""Native"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""00dc618d-e3f8-4ad3-82f4-79f20099caef"", ""hh_size"": 3, ""income_usd"": 63314}, ""location"": {""street"": ""876 Todd Lakes Apt. 860"", ""city"": ""Lake Amandamouth"", ""state"": ""WA"", ""zip"": ""99090""}, ""residency"": {""active_status"": false, ""moved_in_date"": ""2021-06-24"", ""move_out_date"": ""2025-02-26"", ""death_date"": null, ""last_verified_date"": ""2025-09-09"", ""verification_source"": ""Medicaid""}, ""employment"": {""employment_status"": ""Employed"", ""has_job"": true}}",2026-02-23 05:57:18+00:00
9dd17760-915b-4b69-8be8-bde852d0c50f,53055,"{""name"": {""first"": ""James"", ""last"": ""Davis""}, ""demographics"": {""dob"": ""1951-09-05"", ""sex"": ""X"", ""race"": ""Asian"", ""ethnicity"": ""Hispanic""}, ""household"": {""hh_id"": ""1e6217aa-1640-4fb3-8f47-42d9b2c1a5aa"", ""hh_size"": 3, ""income_usd"": 30401}, ""location"": {""street"": ""798 Michael Unions"", ""city"": ""Taratown"", ""state"": ""WA"", ""zip"": ""98270""}, ""residency"": {""active_status"": true, ""moved_in_date"": ""2023-10-14"", ""move_out_date"": null, ""death_date"": null, ""last_verified_date"": ""2025-06-21"", ""verification_source"": ""School""}, ""employment"": {""employment_status"": ""NotInLaborForce"", ""has_job"": false}}",2026-02-23 05:57:18+00:00
34a1e765-f522-41ed-90f0-4f88d10e221d,53055,"{""name"": {""first"": ""Bailey"", ""last"": ""Goodman""}, ""demographics"": {""dob"": ""2014-12-28"", ""sex"": ""M"", ""race"": ""Black"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""e006d5d7-b072-4ff1-bb9f-90d63d50e030"", ""hh_size"": 2, ""income_usd"": 122561}, ""location"": {""street"": ""1790 Jessica Meadow Suite 108"", ""city"": ""Lake Robert"", ""state"": ""WA"", ""zip"": ""99015""}, ""residency"": {""active_status"": true, ""moved_in_date"": ""2019-01-08"", ""move_out_date"": null, ""death_date"": null, ""last_verified_date"": ""2025-11-28"", ""verification_source"": ""School""}, ""employment"": {""employment_status"": ""NotInLaborForce"", ""has_job"": false}}",2026-02-23 05:57:18+00:00
9847a169-992c-41a0-acf1-caf053694f2a,53055,"{""name"": {""first"": ""Jennifer"", ""last"": ""Knight""}, ""demographics"": {""dob"": ""2011-01-02"", ""sex"": ""X"", ""race"": ""Native"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""9b2e68f1-3096-45f2-8ab3-5cb506c6b116"", ""hh_size"": 2, ""income_usd"": 119803}, ""location"": {""street"": ""9319 Torres Passage"", ""city"": ""New Annafort"", ""state"": ""WA"", ""zip"": ""99218""}, ""residency"": {""active_status"": true, ""moved_in_date"": ""2020-07-19"", ""move_out_date"": null, ""death_date"": null, ""last_verified_date"": ""2025-01-11"", ""verification_source"": ""Medicaid""}, ""employment"": {""employment_status"": ""NotInLaborForce"", ""has_job"": false}}",2026-02-23 05:57:18+00:00
d44dcb56-42ba-491b-82f8-f5b129f6c64c,53055,"{""name"": {""first"": ""Autumn"", ""last"": ""Anderson""}, ""demographics"": {""dob"": ""1983-04-09"", ""sex"": ""F"", ""race"": ""TwoOrMore"", ""ethnicity"": ""Hispanic""}, ""household"": {""hh_id"": ""9efcaedc-072a-4e9c-af85-804e63977825"", ""hh_size"": 2, ""income_usd"": 83175}, ""location"": {""street"": ""9913 Cervantes Landing Apt. 577"", ""city"": ""Hartmanview"", ""state"": ""WA"", ""zip"": ""99560""}, ""residency"": {""active_status"": true, ""moved_in_date"": ""2022-01-16"", ""move_out_date"": null, ""death_date"": null, ""last_verified_date"": ""2025-11-04"", ""verification_source"": ""Other""}, ""employment"": {""employment_status"": ""Employed"", ""has_job"": true}}",2026-02-23 05:57:18+00:00
9b84bc38-83bb-4b0e-984b-a0e75ad795d6,53055,"{""name"": {""first"": ""Louis"", ""last"": ""Moore""}, ""demographics"": {""dob"": ""2010-03-03"", ""sex"": ""F"", ""race"": ""Native"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""296cabc8-90e3-426a-b293-715e0ca1b353"", ""hh_size"": 2, ""income_usd"": 99972}, ""location"": {""street"": ""94041 Smith Road Suite 102"", ""city"": ""Kelseyland"", ""state"": ""WA"", ""zip"": ""99403""}, ""residency"": {""active_status"": false, ""moved_in_date"": ""2016-12-18"", ""move_out_date"": ""2022-10-11"", ""death_date"": null, ""last_verified_date"": ""2024-12-06"", ""verification_source"": ""Medicaid""}, ""employment"": {""employment_status"": ""NotInLaborForce"", ""has_job"": false}}",2026-02-23 05:57:18+00:00
344116df-6d74-4967-b5b6-ecbc0c7d022b,53055,"{""name"": {""first"": ""Jennifer"", ""last"": ""Keller""}, ""demographics"": {""dob"": ""2006-11-19"", ""sex"": ""M"", ""race"": ""Pacific"", ""ethnicity"": ""Hispanic""}, ""household"": {""hh_id"": ""ed2acb11-c244-4982-84e9-a846b846f325"", ""hh_size"": 2, ""income_usd"": 65630}, ""location"": {""street"": ""02264 Phillip Forge Apt. 598"", ""city"": ""Jefferyfurt"", ""state"": ""WA"", ""zip"": ""99562""}, ""residency"": {""active_status"": false, ""moved_in_date"": ""2016-09-16"", ""move_out_date"": ""2019-03-09"", ""death_date"": null, ""last_verified_date"": ""2023-08-16"", ""verification_source"": ""School""}, ""employment"": {""employment_status"": ""Employed"", ""has_job"": true}}",2026-02-23 05:57:18+00:00
36fcd939-8434-406b-b629-f425e3ad5bf5,53055,"{""name"": {""first"": ""Matthew"", ""last"": ""Wise""}, ""demographics"": {""dob"": ""2000-12-01"", ""sex"": ""F"", ""race"": ""Other"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""43ead624-d30f-44cb-8df3-ef092f341cbd"", ""hh_size"": 2, ""income_usd"": 130784}, ""location"": {""street"": ""37763 Williams Drive"", ""city"": ""Aprilburgh"", ""state"": ""WA"", ""zip"": ""99821""}, ""residency"": {""active_status"": true, ""moved_in_date"": ""2022-04-21"", ""move_out_date"": null, ""death_date"": null, ""last_verified_date"": ""2025-12-06"", ""verification_source"": ""Utility""}, ""employment"": {""employment_status"": ""Employed"", ""has_job"": true}}",2026-02-23 05:57:18+00:00
8ed38eda-ece6-42c5-a079-0ecdff22ff2a,53055,"{""name"": {""first"": ""Michael"", ""last"": ""George""}, ""demographics"": {""dob"": ""1990-11-04"", ""sex"": ""X"", ""race"": ""Native"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""4b909300-ca08-4d7b-971c-d9bbce9893fa"", ""hh_size"": 1, ""income_usd"": 104709}, ""location"": {""street"": ""056 Cantrell Divide"", ""city"": ""East Bethanyhaven"", ""state"": ""WA"", ""zip"": ""99959""}, ""residency"": {""active_status"": false, ""moved_in_date"": ""2018-12-08"", ""move_out_date"": ""2025-05-13"", ""death_date"": null, ""last_verified_date"": ""2025-09-22"", ""verification_source"": ""Other""}, ""employment"": {""employment_status"": ""Employed"", ""has_job"": true}}",2026-02-23 05:57:18+00:00
593fcba7-81d4-4e16-b19b-a116a8219271,53055,"{""name"": {""first"": ""Brent"", ""last"": ""Mendoza""}, ""demographics"": {""dob"": ""1997-10-14"", ""sex"": ""F"", ""race"": ""Other"", ""ethnicity"": ""Hispanic""}, ""household"": {""hh_id"": ""f2f7455d-4f51-455f-90b3-bdd0e1ae25ee"", ""hh_size"": 2, ""income_usd"": 82445}, ""location"": {""street"": ""631 Cox Shoals Suite 389"", ""city"": ""East Melanie"", ""state"": ""WA"", ""zip"": ""99282""}, ""residency"": {""active_status"": false, ""moved_in_date"": ""2017-09-07"", ""move_out_date"": ""2025-02-21"", ""death_date"": null, ""last_verified_date"": ""2025-12-08"", ""verification_source"": ""Census""}, ""employment"": {""employment_status"": ""Employed"", ""has_job"": true}}",2026-02-23 05:57:18+00:00
a9ae183c-621e-4f7d-96bc-02f39ead399d,53055,"{""name"": {""first"": ""Samuel"", ""last"": ""Weeks""}, ""demographics"": {""dob"": ""1954-09-10"", ""sex"": ""X"", ""race"": ""Asian"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""75a3d236-8c46-4ab8-98d5-1c2194af2d71"", ""hh_size"": 4, ""income_usd"": 63728}, ""location"": {""street"": ""435 Jenna Parkways Suite 640"", ""city"": ""New Scott"", ""state"": ""WA"", ""zip"": ""98079""}, ""residency"": {""active_status"": true, ""moved_in_date"": ""2017-03-28"", ""move_out_date"": null, ""death_date"": null, ""last_verified_date"": ""2025-11-04"", ""verification_source"": ""Medicaid""}, ""employment"": {""employment_status"": ""NotInLaborForce"", ""has_job"": false}}",2026-02-23 05:57:18+00:00
2740e4e6-f300-4c3e-9bd4-2878bf17440d,53055,"{""name"": {""first"": ""John"", ""last"": ""Hill""}, ""demographics"": {""dob"": ""1979-09-04"", ""sex"": ""X"", ""race"": ""Black"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""f3277395-bd3e-46ce-815e-5a54e8c7d4e4"", ""hh_size"": 1, ""income_usd"": 139790}, ""location"": {""street"": ""9943 Kevin Passage Suite 164"", ""city"": ""Daniellebury"", ""state"": ""WA"", ""zip"": ""98950""}, ""residency"": {""active_status"": true, ""moved_in_date"": ""2022-04-26"", ""move_out_date"": null, ""death_date"": null, ""last_verified_date"": ""2025-09-17"", ""verification_source"": ""School""}, ""employment"": {""employment_status"": ""Employed"", ""has_job"": true}}",2026-02-23 05:57:18+00:00
a731e54a-e8ae-4f6f-8c25-e49acc3b59c3,53055,"{""name"": {""first"": ""Danielle"", ""last"": ""Smith""}, ""demographics"": {""dob"": ""1986-04-07"", ""sex"": ""M"", ""race"": ""TwoOrMore"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""242929db-76dc-4405-ab58-f94a7e7d2b81"", ""hh_size"": 1, ""income_usd"": 75375}, ""location"": {""street"": ""2794 Anthony Expressway Suite 244"", ""city"": ""East Thomasview"", ""state"": ""WA"", ""zip"": ""98914""}, ""residency"": {""active_status"": true, ""moved_in_date"": ""2020-11-19"", ""move_out_date"": null, ""death_date"": null, ""last_verified_date"": ""2023-10-11"", ""verification_source"": ""Other""}, ""employment"": {""employment_status"": ""Employed"", ""has_job"": true}}",2026-02-23 05:57:18+00:00
16444c9a-41ff-4d17-8a8b-44c2696cada4,53055,"{""name"": {""first"": ""Amy"", ""last"": ""Morton""}, ""demographics"": {""dob"": ""1943-11-22"", ""sex"": ""F"", ""race"": ""TwoOrMore"", ""ethnicity"": ""Hispanic""}, ""household"": {""hh_id"": ""b9a79dce-e18e-4d4c-9de8-96c5d684a942"", ""hh_size"": 1, ""income_usd"": 115990}, ""location"": {""street"": ""24911 Phillips Isle Suite 579"", ""city"": ""New Sarahhaven"", ""state"": ""WA"", ""zip"": ""99986""}, ""residency"": {""active_status"": false, ""moved_in_date"": ""2024-08-27"", ""move_out_date"": ""2025-09-26"", ""death_date"": null, ""last_verified_date"": ""2025-11-13"", ""verification_source"": ""Census""}, ""employment"": {""employment_status"": ""NotInLaborForce"", ""has_job"": false}}",2026-02-23 05:57:18+00:00
f37691a6-09a3-44f5-92a3-b683fc1ea56b,53055,"{""name"": {""first"": ""Madison"", ""last"": ""Todd""}, ""demographics"": {""dob"": ""1936-02-04"", ""sex"": ""X"", ""race"": ""TwoOrMore"", ""ethnicity"": ""Hispanic""}, ""household"": {""hh_id"": ""883fdf56-2040-4776-af40-f56c7015f6d1"", ""hh_size"": 4, ""income_usd"": 53846}, ""location"": {""street"": ""63204 Key Row"", ""city"": ""Port Chase"", ""state"": ""WA"", ""zip"": ""98909""}, ""residency"": {""active_status"": false, ""moved_in_date"": ""2018-12-19"", ""move_out_date"": ""2021-10-30"", ""death_date"": ""2020-12-10"", ""last_verified_date"": ""2025-08-03"", ""verification_source"": ""DMV""}, ""employment"": {""employment_status"": ""NotInLaborForce"", ""has_job"": false}}",2026-02-23 05:57:18+00:00
b5a34a21-5c8a-49e5-a2b7-cd6e1df22b4a,53055,"{""name"": {""first"": ""Katie"", ""last"": ""Morris""}, ""demographics"": {""dob"": ""2003-06-28"", ""sex"": ""M"", ""race"": ""TwoOrMore"", ""ethnicity"": ""Hispanic""}, ""household"": {""hh_id"": ""7852cfa3-f4ce-4f2d-9192-5cd53f198f11"", ""hh_size"": 3, ""income_usd"": 33825}, ""location"": {""street"": ""23340 Goodwin Forges"", ""city"": ""Caitlinburgh"", ""state"": ""WA"", ""zip"": ""99868""}, ""residency"": {""active_status"": false, ""moved_in_date"": ""2024-10-27"", ""move_out_date"": ""2026-01-18"", ""death_date"": null, ""last_verified_date"": ""2024-08-09"", ""verification_source"": ""School""}, ""employment"": {""employment_status"": ""Employed"", ""has_job"": true}}",2026-02-23 05:57:18+00:00
34e67033-cb2c-48d2-8357-28509a56489d,53055,"{""name"": {""first"": ""Amber"", ""last"": ""Shelton""}, ""demographics"": {""dob"": ""1953-10-14"", ""sex"": ""X"", ""race"": ""Other"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""e962983b-1780-4c32-9fa5-9dd5a5d27d12"", ""hh_size"": 3, ""income_usd"": 87939}, ""location"": {""street"": ""700 Andrew Spurs"", ""city"": ""East Matthew"", ""state"": ""WA"", ""zip"": ""99665""}, ""residency"": {""active_status"": false, ""moved_in_date"": ""2018-08-25"", ""move_out_date"": null, ""death_date"": ""2021-05-26"", ""last_verified_date"": ""2025-04-11"", ""verification_source"": ""Medicaid""}, ""employment"": {""employment_status"": ""NotInLaborForce"", ""has_job"": false}}",2026-02-23 05:57:18+00:00
b3374841-f1cd-4c60-a819-590c8399caa0,53055,"{""name"": {""first"": ""Jesse"", ""last"": ""Terrell""}, ""demographics"": {""dob"": ""1952-04-04"", ""sex"": ""M"", ""race"": ""TwoOrMore"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""4df0e3ed-af54-4d4c-a3b0-76c8711fc622"", ""hh_size"": 1, ""income_usd"": 81173}, ""location"": {""street"": ""7593 Rebecca Light"", ""city"": ""Port Heatherberg"", ""state"": ""WA"", ""zip"": ""99598""}, ""residency"": {""active_status"": false, ""moved_in_date"": ""2019-08-24"", ""move_out_date"": null, ""death_date"": ""2023-05-31"", ""last_verified_date"": ""2024-09-13"", ""verification_source"": ""VoterReg""}, ""employment"": {""employment_status"": ""NotInLaborForce"", ""has_job"": false}}",2026-02-23 05:57:18+00:00
05202b73-c2c5-4d92-99b5-96cabde744f7,53055,"{""name"": {""first"": ""Andrew"", ""last"": ""Cunningham""}, ""demographics"": {""dob"": ""1988-02-17"", ""sex"": ""M"", ""race"": ""Pacific"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""944d6865-7de0-4f45-8e18-0c5e397149c3"", ""hh_size"": 1, ""income_usd"": 68136}, ""location"": {""street"": ""73135 Schwartz Forge Apt. 403"", ""city"": ""Hensonfort"", ""state"": ""WA"", ""zip"": ""99933""}, ""residency"": {""active_status"": false, ""moved_in_date"": ""2022-04-05"", ""move_out_date"": ""2022-08-01"", ""death_date"": null, ""last_verified_date"": ""2024-06-12"", ""verification_source"": ""Census""}, ""employment"": {""employment_status"": ""Employed"", ""has_job"": true}}",2026-02-23 05:57:18+00:00
7a0e46c9-8ef6-4cca-861d-8198c30ccf52,53055,"{""name"": {""first"": ""Samantha"", ""last"": ""Brown""}, ""demographics"": {""dob"": ""1978-11-17"", ""sex"": ""X"", ""race"": ""White"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""ee98fa0c-9a91-4f21-9c52-615a45da222b"", ""hh_size"": 4, ""income_usd"": 108216}, ""location"": {""street"": ""0693 Brandon Streets"", ""city"": ""Robinsonville"", ""state"": ""WA"", ""zip"": ""98486""}, ""residency"": {""active_status"": true, ""moved_in_date"": ""2022-01-31"", ""move_out_date"": null, ""death_date"": null, ""last_verified_date"": ""2024-09-01"", ""verification_source"": ""Other""}, ""employment"": {""employment_status"": ""Employed"", ""has_job"": true}}",2026-02-23 05:57:18+00:00
f3c51da5-3662-4ba9-be7e-64e8b5c57220,53055,"{""name"": {""first"": ""Scott"", ""last"": ""Clark""}, ""demographics"": {""dob"": ""1998-01-22"", ""sex"": ""X"", ""race"": ""Black"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""0da32238-daf2-49cc-b305-fc1785785a0a"", ""hh_size"": 1, ""income_usd"": 125907}, ""location"": {""street"": ""4972 Megan Unions"", ""city"": ""Timothybury"", ""state"": ""WA"", ""zip"": ""99803""}, ""residency"": {""active_status"": true, ""moved_in_date"": ""2024-08-11"", ""move_out_date"": null, ""death_date"": null, ""last_verified_date"": ""2025-02-01"", ""verification_source"": ""School""}, ""employment"": {""employment_status"": ""Employed"", ""has_job"": true}}",2026-02-23 05:57:18+00:00
f26315c7-3ebb-44ba-a6eb-058ac3974972,53055,"{""name"": {""first"": ""Tanya"", ""last"": ""Smith""}, ""demographics"": {""dob"": ""1976-08-28"", ""sex"": ""X"", ""race"": ""TwoOrMore"", ""ethnicity"": ""Non-Hispanic""}, ""household"": {""hh_id"": ""8a72baf2-723b-4e7f-8100-d24c4f833f78"", ""hh_size"": 1, ""income_usd"": 117606}, ""location"": {""street"": ""69965 Christopher Burg"", ""city"": ""New Jackfort"", ""state"": ""WA"", ""zip"": ""99877""}, ""residency"": {""active_status"": true, ""moved_in_date"": ""2022-10-08"", ""move_out_date"": null, ""death_date"": null, ""last_verified_date"": ""2025-09-02"", ""verification_source"": ""School""}, ""employment"": {""employment_status"": ""Employed"", ""has_job"": true}}",2026-02-23 05:57:18+00:00
